index	token	token_len
141551	护士	2
141471	纪律	2
141467	交换	2
155269	 消	2
141423	挣钱	2
141259	签到	2
141097	滚球	2
143670	觉得	2
143920	定胆	2
144086	意义	2
146118	经历	2
147851	截止	2
147655	为了	2
147282	 铜	2
147084	盘口	2
147074	。不	2
146615	飞机	2
146545	动画	2
146467	，多	2
146365	，相	2
146251	热点	2
146203	 发	2
154907	动作	2
144093	 腾	2
145553	 总	2
154915	录像	2
145529	纪委	2
145393	 贝	2
145150	丁目	2
145091	一点	2
145007	举办	2
144817	试听	2
144765	赌球	2
144748	(图	2
144305	办理	2
131483	随后	2
156420	对应	2
109649	助赢	2
158399	匿名	2
117797	配送	2
117774	打印	2
117762	 两	2
117753	强调	2
117703	农村	2
117666	年代	2
117456	优势	2
117401	，那	2
158565	出的	2
117215	比较	2
117178	的小	2
116863	住所	2
116789	其实	2
116602	 会	2
116562	年龄	2
116462	进口	2
116446	 个	2
116439	，她	2
116373	导演	2
116302	报码	2
116276	确认	2
158634	、电	2
116050	，该	2
115995	另一	2
115889	 标	2
158460	病毒	2
118053	编码	2
115552	经过	2
118099	一扫	2
120717	大利	2
120579	，全	2
158127	创造	2
120077	、市	2
120041	效果	2
120008	任选	2
119985	大会	2
119962	保证	2
119958	登録	2
119893	之一	2
119750	动力	2
158165	点赞	2
119339	就业	2
119314	年第	2
158226	 找	2
118981	应该	2
158271	人在	2
118753	概率	2
118496	字号	2
118474	绿色	2
118431	大香	2
118378	好爽	2
118276	 为	2
158376	双方	2
158377	兑现	2
115884	。[	2
115465	决定	2
131153	权限	2
112720	简称	2
112574	人数	2
112451	了吗	2
158669	。当	2
158675	、美	2
111941	卫生	2
111782	考试	2
111780	国务	2
111360	直营	2
111308	实体	2
111102	变态	2
158809	 苏	2
110781	机制	2
110753	规范	2
110605	人士	2
110581	暂停	2
110517	观点	2
110447	价值	2
110397	六月	2
110195	”、	2
158812	，同	2
109874	养老	2
109846	，更	2
109810	日起	2
109720	是谁	2
109696	一覧	2
112643	我国	2
112754	节目	2
115422	举行	2
112757	 收	2
115275	胆拖	2
115080	对此	2
114606	财经	2
114605	，即	2
114578	一些	2
114557	检测	2
114544	大陆	2
114402	一期	2
114353	：《	2
114350	供应	2
114306	好友	2
114249	节点	2
114204	排名	2
114082	告诉	2
114035	 热	2
113889	无限	2
113860	，则	2
113839	万辆	2
113788	家的	2
113697	 奥	2
113681	手续	2
113554	报警	2
113233	超级	2
113205	乱子	2
113187	贸易	2
120730	，本	2
120769	，到	2
120862	展开	2
129153	人物	2
129034	环球	2
128932	（二	2
128873	 刘	2
128749	真钱	2
128733	许可	2
128725	 根	2
156954	月底	2
128621	（日	2
128345	今晚	2
128327	日志	2
128245	后的	2
127809	时报	2
127642	财政	2
127614	 火	2
157153	川县	2
127587	调用	2
127574	黑钱	2
127510	心经	2
127473	？，	2
127237	广西	2
127202	 排	2
127201	案例	2
127090	减少	2
157179	爱情	2
127054	费用	2
129108	完全	2
129184	你懂	2
120936	长期	2
129207	，用	2
131031	、水	2
130935	针对	2
130892	的话	2
130788	 条	2
130569	拥有	2
130568	污染	2
130554	，再	2
130474	 梦	2
130436	预算	2
130098	，上	2
156452	 时	2
129903	宝宝	2
129900	在人	2
129784	来看	2
129747	，，	2
156586	还能	2
129734	 满	2
156684	认真	2
156799	贵州	2
129473	吉林	2
129404	资本	2
129364	停止	2
129264	日晚	2
129243	传统	2
156880	的钱	2
127043	 邮	2
126962	求人	2
157299	医学	2
126807	 罗	2
123532	 每	2
123426	导师	2
123349	（一	2
123291	复制	2
123169	一道	2
123002	 汉	2
122958	是一	2
122843	】：	2
122824	几个	2
122736	医生	2
122669	黑彩	2
122660	银河	2
122596	 经	2
122540	 当	2
122493	万能	2
158004	奖励	2
122081	人大	2
121955	积分	2
121881	 镇	2
121803	虽然	2
121699	你的	2
121679	、有	2
121505	，高	2
121474	党委	2
120975	解释	2
123563	大胆	2
123628	车辆	2
123700	协议	2
125592	揭秘	2
157422	效率	2
126774	来了	2
126751	半年	2
126742	宁县	2
126350	，说	2
126312	当天	2
157437	缩水	2
126278	：（	2
126249	，此	2
126233	，加	2
125702	 伊	2
125446	完善	2
157833	论文	2
125439	 完	2
125420	启动	2
125138	创业	2
125130	、不	2
124805	财富	2
90808	大厅	2
124640	 状	2
124527	江县	2
124038	排序	2
123948	，总	2
157780	用于	2
90837	）：	2
165308	是在	2
90735	传奇	2
34838	美国	2
178103	神马	2
178099	内幕	2
178002	月至	2
34611	真人	2
34699	万元	2
177962	给予	2
34842	 青	2
32997	网络	2
177760	实验	2
35050	设置	2
35405	不是	2
35415	单双	2
177519	你好	2
35508	专区	2
34348	。（	2
34293	赚钱	2
178206	、西	2
34118	 菲	2
34109	，但	2
34091	现场	2
178236	强奷	2
178271	 食	2
33731	马会	2
33469	）、	2
33448	责任	2
33427	阅读	2
178581	十大	2
33161	失败	2
33064	，这	2
33040	�除	2
178612	年至	2
35586	可靠	2
177414	中旗	2
35756	类型	2
177000	只是	2
37676	赌博	2
176286	于是	2
176389	我是	2
176564	买马	2
176801	城乡	2
37447	经济	2
37435	》，	2
176852	白菜	2
37339	 永	2
37234	大片	2
176853	陕西	2
37227	这里	2
176944	 兰	2
176954	"。"""	2
177006	批准	2
35782	网页	2
36969	历史	2
36812	，一	2
177029	车型	2
36573	今年	2
36535	技术	2
36362	另类	2
177107	日在	2
177116	店舗	2
177261	讲话	2
177269	岛国	2
36102	 广	2
35992	修改	2
35967	活动	2
177285	老太	2
178639	纪录	2
178717	驾驶	2
37796	中央	2
29648	电脑	2
28927	足球	2
181167	证明	2
181135	涉嫌	2
29436	企业	2
181094	改单	2
29628	客户	2
181024	贡献	2
32961	 华	2
180740	、人	2
29755	记者	2
180702	 举	2
29885	安装	2
180658	装修	2
30045	 亚	2
28917	问题	2
181291	备案	2
181385	整改	2
181398	广大	2
28796	双色	2
28648	人民	2
181428	机场	2
181438	恢复	2
181502	整个	2
28513	 东	2
28407	发展	2
28333	 ，	2
181560	扫码	2
28271	靠谱	2
28217	产品	2
28194	青青	2
28139	%，	2
180648	 调	2
180508	 泛	2
30476	查询	2
31825	来源	2
178809	即时	2
178825	 判	2
32831	编辑	2
178846	、多	2
178951	课堂	2
32539	电�	2
179108	老婆	2
179159	 密	2
32176	苹果	2
179212	策略	2
32162	 百	2
179250	 写	2
32017	�凰	2
179447	组件	2
179489	病例	2
180294	顶部	2
31693	登陆	2
179530	 战	2
31576	人妻	2
179576	源县	2
179672	 与	2
31015	亿元	2
179896	追回	2
180100	登记	2
180221	去哪	2
30676	 老	2
30656	奇米	2
180222	他的	2
30577	骗局	2
180292	串一	2
37792	 来	2
37887	介绍	2
48450	国内	2
45419	个人	2
44710	丁香	2
173111	个位	2
44898	(火	2
173061	别人	2
172966	面对	2
45396	今日	2
45581	 优	2
42905	 的	2
45642	篮球	2
45706	大神	2
45813	人成	2
172895	 野	2
45964	 精	2
172881	人格	2
173146	 权	2
44619	 年	2
173198	他说	2
44388	）。	2
173277	规格	2
173310	突然	2
44005	，请	2
43958	、“	2
43851	是否	2
43802	银行	2
43781	哪个	2
43550	，有	2
43530	价格	2
173434	奶头	2
43123	一肖	2
43065	大学	2
43041	就是	2
45998	，《	2
46055	，以	2
46161	(木	2
172496	扩大	2
48208	 无	2
48205	注意	2
48179	网上	2
172314	坑人	2
48081	 男	2
48069	 久	2
172324	，下	2
47993	增长	2
47959	发表	2
47873	 白	2
172352	，道	2
47768	情况	2
47758	不中	2
47708	 黄	2
47568	 九	2
172772	假吗	2
47453	 千	2
90734	机关	2
172640	 风	2
47243	人工	2
47110	的是	2
47015	%。	2
46984	 皇	2
46681	 超	2
46551	百度	2
172753	、公	2
46477	消息	2
46437	赌场	2
46367	追号	2
172757	满意	2
173513	牢记	2
173561	终于	2
37981	 七	2
175664	字体	2
175720	 杨	2
39339	 开	2
175682	状態	2
39413	报道	2
175676	厨房	2
39457	其中	2
175437	黄片	2
173676	，看	2
175366	革命	2
175120	组成	2
39813	，并	2
39836	女人	2
175089	 贺	2
175057	变量	2
175748	额度	2
39189	删除	2
39134	中特	2
39089	 极	2
39070	进行	2
39014	全国	2
175947	预约	2
175980	没人	2
176006	无人	2
38730	集团	2
38552	图库	2
38400	 好	2
38332	日期	2
38175	参考	2
176093	后来	2
38118	显示	2
38079	导航	2
174971	违反	2
174882	纽约	2
40193	怎样	2
41559	项目	2
42692	腾讯	2
173727	、省	2
173761	尔沁	2
42547	处理	2
42425	 银	2
42260	现金	2
42069	 龙	2
41893	假的	2
173952	整数	2
174075	搜尋	2
41764	当前	2
174095	一致	2
41713	这个	2
174116	。本	2
41554	送料	2
40390	 易	2
41513	参数	2
174160	，两	2
174228	视觉	2
41312	司机	2
174242	数学	2
40959	电子	2
40914	开始	2
40824	，我	2
40783	查看	2
174482	，据	2
40694	 吉	2
40623	规则	2
174642	依据	2
40483	太阳	2
27782	，不	2
181746	发动	2
27609	”的	2
193317	买法	2
194016	东县	2
193951	东北	2
193775	发财	2
193594	溪县	2
11971	 国	2
193325	铁路	2
193215	中色	2
10121	开户	2
193183	律师	2
12902	。”	2
193071	好了	2
13273	 ：	2
13278	人人	2
193037	 导	2
11571	提现	2
194298	（水	2
11541	时间	2
11520	 大	2
11372	中国	2
194509	释放	2
194604	 卡	2
194656	给吗	2
194696	认可	2
194854	鱼儿	2
195006	 玛	2
195014	右旗	2
195020	来越	2
10667	中文	2
195073	产权	2
10485	手机	2
195161	七码	2
192933	声音	2
13490	：“	2
13619	中奖	2
191755	 请	2
190090	训练	2
190786	售价	2
190828	厂家	2
190836	 于	2
190863	、防	2
16304	 一	2
16185	登录	2
16162	走势	2
16100	链接	2
191237	 医	2
15766	的吗	2
15702	微信	2
191647	视讯	2
191659	梦想	2
14889	国际	2
13758	欧美	2
14830	电影	2
14784	结果	2
14775	开号	2
191899	爱的	2
191939	 摄	2
14534	”，	2
191940	对子	2
191958	演员	2
192322	打一	2
192342	直选	2
192493	说道	2
192581	几十	2
192669	。如	2
192729	，应	2
10150	游戏	2
195240	游客	2
27569	。“	2
197672	丈夫	2
198276	、副	2
198186	总体	2
198038	处分	2
198037	 店	2
197776	装备	2
4974	官网	2
197334	、第	2
195265	红姐	2
197265	来也	2
6199	亚洲	2
197129	容量	2
6305	久久	2
196913	 希	2
196833	 霍	2
3939	视频	2
3845	娱乐	2
3752	赛车	2
3738	争霸	2
198360	）,	2
3569	时时	2
198488	 横	2
3447	在线	2
3414	"。
"	2
198526	认识	2
198736	互动	2
2865	大发	2
199083	，会	2
199095	 扎	2
199113	关联	2
199502	马克	2
199880	年月	2
6769	网站	2
196816	令人	2
6972	开奖	2
9048	日本	2
9941	软件	2
9898	综合	2
195322	性的	2
195372	，美	2
195581	除此	2
195669	中字	2
195682	摄影	2
195750	护理	2
9326	国产	2
195781	六码	2
195877	企鹅	2
195931	昵称	2
196000	收益	2
9070	无码	2
9016	计划	2
196749	一种	2
8994	网址	2
196043	思思	2
196084	实行	2
196090	环亚	2
196180	审批	2
196185	就在	2
196215	 留	2
8085	精品	2
196348	"""，"	2
196445	树林	2
196517	 给	2
196669	收到	2
7525	注册	2
196717	残局	2
189946	先进	2
189815	一家	2
189762	业内	2
184127	总结	2
24135	影视	2
24265	预测	2
184180	寻找	2
184175	（月	2
184157	党组	2
24458	在哪	2
24533	 网	2
17076	投注	2
24608	如何	2
183946	头像	2
183933	进去	2
183747	 抚	2
25104	”。	2
25161	 人	2
184232	模型	2
184249	网赌	2
184286	的不	2
184357	 康	2
184397	狼人	2
23714	没有	2
23573	先锋	2
23342	发布	2
23249	规律	2
184437	 纳	2
23188	客服	2
23123	 乐	2
22912	一个	2
22599	直属	2
184851	人为	2
184957	库存	2
185008	营销	2
25387	男人	2
25403	 中	2
183364	钱包	2
26525	大小	2
181860	歌曲	2
27440	，在	2
181913	女优	2
27316	号码	2
181937	 去	2
182082	映画	2
182099	步骤	2
182393	：(	2
26818	一级	2
182442	区别	2
26655	记录	2
26652	评论	2
182570	想到	2
26596	伊人	2
26461	首页	2
25547	国家	2
26294	 （	2
182605	万个	2
182622	舒服	2
182793	改变	2
25959	总代	2
25925	），	2
25906	超碰	2
182917	整理	2
25847	中心	2
182950	：【	2
25829	破解	2
25631	内容	2
183247	线蕉	2
25590	 万	2
185039	，引	2
185168	坚定	2
22121	资源	2
188633	您好	2
187821	总统	2
19344	"、
"	2
19185	资料	2
19151	五月	2
187861	 铭	2
187946	回来	2
187997	实例	2
188107	考虑	2
188108	品质	2
188128	欢乐	2
188278	协调	2
18623	论坛	2
188355	，却	2
188397	外国	2
188635	客様	2
187817	消防	2
18527	日韩	2
188659	 运	2
188678	处罚	2
18433	"）
"	2
18378	体育	2
17929	，“	2
189173	型号	2
189193	 饰	2
189200	可是	2
189245	。同	2
189305	森林	2
189428	空气	2
189636	 晋	2
189719	响应	2
19393	一区	2
19558	图片	2
185317	子的	2
20861	联系	2
185492	维修	2
185513	争锋	2
21906	六合	2
21825	"：
"	2
185597	 邦	2
21526	电话	2
185979	。）	2
21345	 博	2
21304	邀请	2
21288	是真	2
21233	大全	2
186301	来到	2
186428	一卡	2
186567	歌词	2
186639	搜狐	2
187643	客邦	2
20658	大奖	2
20578	。。	2
186797	专项	2
186822	 房	2
186846	领先	2
186850	幕后	2
186871	，（	2
20164	服务	2
187345	 纬	2
20009	数据	2
187519	缓存	2
187532	老人	2
19800	。，	2
19709	 在	2
172300	、更	2
47300	关注	2
48452	 爱	2
76346	浏览	2
165468	组三	2
165433	宣布	2
165398	路线	2
165388	劳动	2
165383	转换	2
76260	负责	2
76430	阳县	2
76940	牲交	2
76457	早点	2
76500	＿色	2
76555	，大	2
165285	，它	2
165271	日产	2
165246	：[	2
75819	网易	2
75654	，将	2
75549	拿大	2
75271	很多	2
74852	 丰	2
165649	是不	2
74790	去年	2
74730	体现	2
165707	窗口	2
165986	组选	2
74379	。据	2
74361	。【	2
74213	留言	2
74168	投诉	2
74128	来自	2
166052	宝马	2
73973	几点	2
76852	实施	2
165229	讯网	2
79333	 乌	2
78819	解决	2
78555	保护	2
78590	授权	2
78710	都是	2
78736	（笑	2
78751	。这	2
78790	超过	2
78869	运营	2
76974	当然	2
78870	委员	2
79082	万人	2
164869	复杂	2
79138	开展	2
79165	异常	2
164846	博士	2
164983	，人	2
78418	坚持	2
78286	老师	2
78272	回复	2
164993	）》	2
78188	收藏	2
78187	 类	2
78140	还有	2
78039	发生	2
77892	骗人	2
77693	获得	2
77680	资金	2
77629	统一	2
165101	辽宁	2
77071	，就	2
165216	年份	2
76987	 深	2
73925	 清	2
73815	中了	2
73761	 众	2
70759	 图	2
70149	无遮	2
166649	 宣	2
70332	标签	2
70431	。《	2
166521	，仅	2
70727	 宁	2
70810	一次	2
73736	真假	2
70821	医院	2
70892	那么	2
70935	 、	2
70938	领取	2
70939	奖金	2
71134	责编	2
166710	将在	2
48479	计算	2
69796	》《	2
69779	应用	2
69763	近日	2
166719	好运	2
69700	中华	2
69624	"："""	2
69602	 联	2
166762	老妇	2
69518	稳定	2
69455	好的	2
69300	旅游	2
69273	稳赚	2
68956	 内	2
166791	大型	2
68794	功能	2
71215	冻结	2
71324	 数	2
71361	输钱	2
72400	金融	2
73600	输了	2
73384	任务	2
73331	经营	2
73315	税込	2
73118	业务	2
166070	 左	2
73048	学校	2
72849	经典	2
72838	连接	2
166127	 据	2
166187	融资	2
72582	关闭	2
166218	满足	2
72446	产业	2
72377	广告	2
71533	设备	2
72355	信誉	2
72332	 财	2
72264	备用	2
72256	 恒	2
72236	但是	2
71920	编号	2
71881	另外	2
71875	举报	2
71801	截至	2
166431	赛事	2
71603	属于	2
71543	一本	2
71540	体彩	2
71538	希望	2
79241	领奖	2
79456	必中	2
68454	源码	2
87958	剧情	2
87221	 学	2
87375	行为	2
87467	)：	2
162414	 草	2
87836	宣传	2
87938	访问	2
88079	 伯	2
88592	维护	2
88117	医疗	2
162245	降低	2
88175	 双	2
88423	他们	2
88438	 尚	2
88464	推广	2
87189	两个	2
162595	必赢	2
87044	照片	2
86919	阳市	2
162650	开启	2
162737	 思	2
86796	推进	2
86732	，共	2
162781	晒单	2
162792	 属	2
86283	这些	2
86196	来说	2
85907	邮箱	2
85724	网投	2
85593	联盟	2
85400	 ）	2
85387	东方	2
88533	值得	2
88671	打开	2
79631	 输	2
90330	 诺	2
89870	孩子	2
89888	 凯	2
89903	风险	2
89915	默认	2
161732	为何	2
90067	专题	2
90486	微博	2
88692	、高	2
90504	 足	2
161573	强化	2
90630	日至	2
90640	食品	2
161443	）的	2
90717	思想	2
89852	 实	2
89736	排列	2
89696	党的	2
161789	评级	2
89616	选四	2
89597	丝袜	2
89549	，其	2
89497	领域	2
89486	参与	2
89480	选五	2
89469	学院	2
89447	知识	2
161869	 修	2
89158	确定	2
88966	具体	2
88949	男女	2
88724	动车	2
85264	人気	2
163110	包装	2
85183	大战	2
164184	党建	2
81221	内部	2
81246	到账	2
81324	全年	2
81351	增加	2
81407	会社	2
164189	六肖	2
81595	 八	2
163196	去了	2
81647	一直	2
81652	 澳	2
164047	少年	2
81890	办公	2
81982	。：	2
82066	一步	2
81126	调查	2
81117	保险	2
81114	范围	2
164285	后一	2
164305	回应	2
164476	，使	2
80912	。,	2
80629	。他	2
164543	”；	2
80518	继续	2
80265	消费	2
80249	稳赢	2
80131	例如	2
80127	 欢	2
80115	意见	2
80012	数量	2
164803	组六	2
82124	乱码	2
82147	本站	2
82416	一路	2
83785	规划	2
84851	发送	2
84792	，可	2
84634	起来	2
84565	 张	2
84554	 威	2
84437	一般	2
84405	 奇	2
84365	》（	2
163512	。有	2
163585	春节	2
84189	一码	2
84166	￣色	2
83843	为空	2
83802	，每	2
83767	买吗	2
82439	线路	2
163706	 强	2
83338	 买	2
163747	，第	2
163766	 电	2
83136	您的	2
163872	 达	2
83098	开放	2
163923	】，	2
163989	国外	2
82843	测试	2
82715	)。	2
82654	必须	2
82567	罗斯	2
82546	 真	2
68546	参加	2
69989	金额	2
166903	压力	2
55252	组织	2
56460	会员	2
56381	联网	2
56182	 环	2
169516	时期	2
55905	已经	2
55893	 。	2
55888	 注	2
55827	动态	2
55819	，对	2
55756	购买	2
169696	（三	2
169807	对白	2
55456	销售	2
55260	上的	2
55208	咨询	2
169484	由于	2
55182	黄色	2
54913	详情	2
54875	请求	2
54860	进入	2
170233	的新	2
54531	搜索	2
54486	完整	2
54085	账号	2
170377	、生	2
170413	 夏	2
53667	 《	2
53591	存在	2
53480	助手	2
170642	门户	2
169508	城区	2
56865	江苏	2
59561	送钱	2
58226	数字	2
59445	 阿	2
59194	体验	2
59176	了一	2
168871	八码	2
59062	条件	2
168947	缴情	2
58992	竞猜	2
58970	书记	2
58771	线上	2
58682	页面	2
169178	，经	2
58576	人的	2
58516	 帝	2
58385	 投	2
58159	中的	2
56878	俺去	2
169278	 应	2
68430	电视	2
57942	简介	2
57932	认证	2
57858	 长	2
57788	万円	2
57762	 武	2
57642	派奖	2
57488	标题	2
57397	统计	2
57281	实现	2
57233	极速	2
169292	协会	2
56881	时代	2
53254	无法	2
53074	 聚	2
53067	 红	2
49698	密码	2
51242	 韩	2
171298	大道	2
50877	 亿	2
50584	单位	2
50533	兑奖	2
50399	现在	2
171318	红鹰	2
171337	栏目	2
50229	)，	2
171345	 济	2
50077	选择	2
49995	真实	2
49860	律宾	2
49787	，而	2
49510	资讯	2
52974	少妇	2
49424	获取	2
49400	输入	2
171605	微软	2
171705	附近	2
171778	（金	2
171816	监察	2
171820	模块	2
48952	凤凰	2
48899	，他	2
48831	投资	2
48718	，也	2
48679	电竞	2
48670	周年	2
48538	专家	2
51319	。在	2
171189	”：	2
171147	好吗	2
51450	详细	2
52940	，是	2
52906	点击	2
52874	人员	2
170670	销量	2
170842	帐号	2
52810	真的	2
52802	左右	2
170850	整体	2
52770	学生	2
52765	错误	2
170979	独胆	2
171010	 察	2
52571	永久	2
52559	认为	2
171077	感觉	2
52417	设计	2
52385	澳门	2
52199	韩国	2
51995	 更	2
51954	状态	2
51910	 宝	2
51849	版权	2
51746	关系	2
51663	"，
"	2
51607	"；
"	2
51588	专业	2
51566	关于	2
51509	实名	2
171140	九龙	2
59511	 鸿	2
57962	、《	2
59636	说明	2
65297	经验	2
167555	测速	2
66231	未来	2
66136	年度	2
66099	还是	2
167573	中古	2
66051	订单	2
66014	因为	2
66003	机构	2
65988	执行	2
167588	校园	2
65771	转载	2
65661	 是	2
65500	比赛	2
65263	，【	2
63424	质量	2
59695	。(	2
65086	日电	2
64785	日报	2
64720	，你	2
64705	伦理	2
64693	网友	2
64579	的一	2
64550	学习	2
167913	承担	2
64337	个月	2
64115	年的	2
167948	岁的	2
63641	大家	2
66382	 黑	2
66542	影响	2
66566	早餐	2
66605	 午	2
68416	 富	2
68323	身份	2
68319	精神	2
166936	 呼	2
67958	 创	2
167066	套路	2
67790	会议	2
67771	 蓝	2
67738	领导	2
67731	故事	2
67629	作为	2
167157	“双	2
67566	 欧	2
67512	赢钱	2
67463	，如	2
67319	声明	2
67207	 查	2
67174	“一	2
67132	 德	2
67069	欧洲	2
66859	创建	2
66826	赔率	2
167264	住房	2
66757	团队	2
66735	环境	2
66698	这样	2
66633	成年	2
63624	规定	2
65247	报告	2
154157	涉及	2
60484	验证	2
62345	 汇	2
62294	 盛	2
62262	精准	2
61603	 点	2
62163	，从	2
60683	根据	2
62154	开心	2
62115	违法	2
168473	藏宝	2
168131	是哪	2
168194	“两	2
61015	青草	2
61932	我的	2
61889	关键	2
61200	红包	2
61328	过程	2
61382	年来	2
61852	优惠	2
61850	成为	2
61448	与你	2
61459	热线	2
61486	 必	2
61834	 临	2
61826	)、	2
168195	暂无	2
60520	发现	2
60604	对象	2
168589	球队	2
62817	久草	2
168777	线程	2
168074	职责	2
59758	，为	2
63087	媒体	2
168758	 项	2
60189	开发	2
63056	 马	2
59760	手游	2
62855	杀号	2
168079	读取	2
59701	 六	2
62667	贴吧	2
62634	的人	2
62494	创新	2
168043	猜你	2
199594	昼	1
159167	偿	1
171283	灭	1
180133	涵	1
196681	纹	1
154987	帅	1
161550	腰	1
180045	堡	1
182026	尝	1
197329	炉	1
154346	汤	1
197117	卢	1
161380	滋	1
172389	擦	1
166659	佩	1
188782	臭	1
171529	鸣	1
180573	汁	1
161579	弗	1
166750	逻	1
176857	炼	1
158033	踪	1
171242	铜	1
156997	肩	1
179814	轴	1
160612	坝	1
155472	鸭	1
163294	鹏	1
169524	柄	1
174774	绪	1
173674	砂	1
158668	摆	1
157261	蜂	1
174504	瞬	1
193423	谨	1
170380	萌	1
160495	悟	1
163596	贤	1
170295	丸	1
178378	惯	1
155367	慎	1
170123	胶	1
160406	逊	1
192658	旭	1
158712	埃	1
175101	牡	1
179080	倾	1
183374	纲	1
179520	腕	1
186630	芬	1
161989	叔	1
177278	绘	1
179594	欺	1
172935	拨	1
154509	遥	1
189920	锡	1
184398	辖	1
190269	浅	1
163109	跃	1
160192	芽	1
195798	沪	1
159321	泳	1
173148	颗	1
159437	纠	1
173267	凭	1
158857	凉	1
173338	厦	1
182625	寝	1
788	。	1
153658	劲	1
22307	达	1
24558	售	1
24514	盘	1
24475	飞	1
24455	丰	1
24322	杀	1
24314	带	1
24076	每	1
23952	陆	1
23918	端	1
23851	皇	1
23762	密	1
23742	追	1
23724	早	1
23246	配	1
23245	八	1
23128	排	1
23052	深	1
23022	节	1
22911	具	1
22801	模	1
22744	财	1
22481	另	1
22419	医	1
22376	库	1
22326	别	1
24790	击	1
24813	语	1
24952	步	1
25734	效	1
26722	辑	1
26622	谱	1
26452	议	1
26196	获	1
26180	份	1
26103	销	1
26015	脑	1
25971	食	1
25911	宁	1
25896	气	1
25830	变	1
25635	乱	1
24964	盛	1
25620	伦	1
25599	富	1
25503	住	1
25407	确	1
25381	队	1
25362	钟	1
25355	照	1
25200	盟	1
25137	稳	1
25025	质	1
24976	室	1
22322	德	1
22282	几	1
26812	义	1
22274	复	1
20500	备	1
20489	修	1
20463	花	1
20430	师	1
20391	询	1
20328	增	1
20144	锋	1
20121	书	1
20042	转	1
20033	种	1
20026	两	1
19935	连	1
19867	条	1
19838	房	1
19707	伊	1
19703	闻	1
19493	率	1
19491	办	1
19426	处	1
19398	态	1
19394	案	1
19366	战	1
19356	助	1
19110	妇	1
19075	读	1
20549	团	1
20556	邀	1
20571	整	1
21610	航	1
22126	画	1
22120	极	1
22047	验	1
22032	项	1
22007	营	1
21935	环	1
21683	历	1
21659	术	1
21644	试	1
21623	军	1
21622	失	1
21485	尔	1
20659	广	1
21366	竞	1
21305	则	1
21280	火	1
21196	木	1
21112	党	1
21098	风	1
21075	企	1
21039	给	1
21008	并	1
20989	调	1
20805	必	1
26810	张	1
26844	像	1
153638	邪	1
31388	凰	1
33375	波	1
33301	边	1
33031	旅	1
33015	底	1
32962	低	1
32925	核	1
32890	欧	1
32860	构	1
32666	她	1
32590	射	1
32444	写	1
32211	举	1
32185	哥	1
32163	决	1
32063	述	1
31965	留	1
31912	康	1
31904	病	1
31892	词	1
31888	根	1
31803	落	1
31770	略	1
31688	罗	1
31601	村	1
31399	素	1
33403	普	1
33434	绍	1
33706	细	1
34713	印	1
35691	范	1
35646	策	1
35580	故	1
35532	农	1
35469	夏	1
35435	况	1
35336	围	1
35015	良	1
34974	签	1
34921	切	1
34800	派	1
34610	随	1
33729	警	1
34564	景	1
34535	均	1
34520	微	1
34498	剧	1
34432	搜	1
34401	兰	1
34225	谁	1
34213	藏	1
34158	座	1
34025	险	1
33943	找	1
31392	互	1
31151	换	1
26850	让	1
31050	夫	1
29012	满	1
28980	七	1
28901	败	1
28887	错	1
28848	野	1
28808	便	1
28760	习	1
28630	维	1
28555	胆	1
28535	鱼	1
28327	税	1
28080	银	1
27891	简	1
27689	显	1
27561	段	1
27526	约	1
27447	账	1
27381	络	1
27318	职	1
27219	止	1
27041	见	1
26968	声	1
26926	春	1
26876	索	1
26853	停	1
29279	序	1
29506	护	1
29606	额	1
30520	左	1
31044	志	1
30946	纪	1
30896	欢	1
30892	－	1
30880	丁	1
30853	兴	1
30814	田	1
30743	监	1
30718	典	1
30611	望	1
30572	千	1
30451	儿	1
29669	续	1
30406	断	1
30393	晚	1
30360	永	1
30151	岁	1
30086	越	1
29963	该	1
29848	右	1
29809	济	1
29802	防	1
29745	状	1
29725	详	1
19002	责	1
18953	权	1
18895	收	1
6848	万	1
9353	对	1
9268	料	1
9227	内	1
9226	钱	1
9185	规	1
9074	投	1
9038	清	1
8915	关	1
8816	买	1
8593	级	1
8590	学	1
8549	间	1
8546	业	1
8377	动	1
8327	这	1
8300	点	1
8061	好	1
7977	博	1
7910	真	1
7901	资	1
7697	经	1
7137	册	1
7135	数	1
7074	体	1
7073	《	1
9432	报	1
9476	登	1
9486	软	1
10394	请	1
11325	记	1
11320	据	1
11131	群	1
11029	单	1
10946	进	1
10779	过	1
10759	门	1
10679	老	1
10584	页	1
10544	客	1
10487	选	1
10324	论	1
9511	实	1
10204	总	1
10177	录	1
10040	场	1
10013	于	1
9872	；	1
9785	服	1
9783	送	1
9761	结	1
9631	说	1
9544	综	1
9533	戏	1
6876	县	1
6767	游	1
18893	功	1
6727	来	1
3715	频	1
3614	争	1
3603	（	1
3511	赛	1
3507	久	1
3495	）	1
3355	视	1
3221	是	1
3178	车	1
3052	国	1
3044	开	1
2875	乐	1
2855	线	1
2810	年	1
2432	一	1
2233	发	1
2178	在	1
1995	人	1
1829	网	1
1817	：	1
1728	时	1
1640	大	1
1616	的	1
1404	中	1
1395	、	1
3729	娱	1
3985	奖	1
4079	码	1
5803	图	1
6682	计	1
6573	户	1
6436	精	1
6414	爱	1
6292	庆	1
6209	为	1
6141	载	1
6016	会	1
5920	个	1
5903	现	1
5832	址	1
